time,value
2026-01-27T10:26:40Z,312
2026-01-27T10:26:45Z,300
2026-01-27T10:26:50Z,316
2026-01-27T10:26:55Z,320
2026-01-27T10:27:00Z,318
2026-01-27T10:27:05Z,336
2026-01-27T10:27:10Z,338
2026-01-27T10:27:15Z,333
2026-01-27T10:27:20Z,338
2026-01-27T10:27:25Z,340
2026-01-27T10:27:30Z,338
2026-01-27T10:27:35Z,349
2026-01-27T10:27:40Z,351
2026-01-27T10:27:45Z,351
2026-01-27T10:27:50Z,353
2026-01-27T10:27:55Z,371
2026-01-27T10:28:00Z,373
2026-01-27T10:28:05Z,376
2026-01-27T10:28:10Z,385
2026-01-27T10:28:15Z,395
2026-01-27T10:28:20Z,398
2026-01-27T10:28:25Z,403
2026-01-27T10:28:30Z,402
2026-01-27T10:28:35Z,398
2026-01-27T10:28:40Z,407
2026-01-27T10:28:45Z,418
2026-01-27T10:28:50Z,427
2026-01-27T10:28:55Z,442
2026-01-27T10:29:00Z,440
2026-01-27T10:29:05Z,444
2026-01-27T10:29:10Z,443
2026-01-27T10:29:15Z,454
2026-01-27T10:29:20Z,450
2026-01-27T10:29:25Z,455
2026-01-27T10:29:30Z,443
2026-01-27T10:29:35Z,439
2026-01-27T10:29:40Z,433
2026-01-27T10:29:45Z,436
2026-01-27T10:29:50Z,439
2026-01-27T10:29:55Z,447
2026-01-27T10:30:00Z,435
2026-01-27T10:30:05Z,432
2026-01-27T10:30:10Z,439
2026-01-27T10:30:15Z,438
2026-01-27T10:30:20Z,438
2026-01-27T10:30:25Z,433
2026-01-27T10:30:30Z,438
2026-01-27T10:30:35Z,441
2026-01-27T10:30:40Z,430
2026-01-27T10:30:45Z,444
2026-01-27T10:30:50Z,451
2026-01-27T10:30:55Z,436
2026-01-27T10:31:00Z,428
2026-01-27T10:31:05Z,425
2026-01-27T10:31:10Z,443
2026-01-27T10:31:15Z,439
2026-01-27T10:31:20Z,432
2026-01-27T10:31:25Z,424
2026-01-27T10:31:30Z,419
2026-01-27T10:31:35Z,417
2026-01-27T10:31:40Z,417
2026-01-27T10:31:45Z,423
2026-01-27T10:31:50Z,409
2026-01-27T10:31:55Z,411
2026-01-27T10:32:00Z,416
2026-01-27T10:32:05Z,402
2026-01-27T10:32:10Z,401
2026-01-27T10:32:15Z,422
2026-01-27T10:32:20Z,417
2026-01-27T10:32:25Z,408
2026-01-27T10:32:30Z,403
2026-01-27T10:32:35Z,395
2026-01-27T10:32:40Z,406
2026-01-27T10:32:45Z,401
2026-01-27T10:32:50Z,391
2026-01-27T10:32:55Z,394
2026-01-27T10:33:00Z,396
2026-01-27T10:33:05Z,391
2026-01-27T10:33:10Z,381
2026-01-27T10:33:15Z,376
2026-01-27T10:33:20Z,381
2026-01-27T10:33:25Z,385
2026-01-27T10:33:30Z,376
2026-01-27T10:33:35Z,359
2026-01-27T10:33:40Z,373
2026-01-27T10:33:45Z,365
2026-01-27T10:33:50Z,362
2026-01-27T10:33:55Z,344
2026-01-27T10:34:00Z,330
2026-01-27T10:34:05Z,329
2026-01-27T10:34:10Z,333
2026-01-27T10:34:15Z,337
2026-01-27T10:34:20Z,331
2026-01-27T10:34:25Z,330
2026-01-27T10:34:30Z,319
2026-01-27T10:34:35Z,347
2026-01-27T10:34:40Z,334
2026-01-27T10:34:45Z,339
2026-01-27T10:34:50Z,333
2026-01-27T10:34:55Z,330
2026-01-27T10:35:00Z,329
2026-01-27T10:35:05Z,322
2026-01-27T10:35:10Z,324
2026-01-27T10:35:15Z,323
2026-01-27T10:35:20Z,322
2026-01-27T10:35:25Z,328
2026-01-27T10:35:30Z,326
2026-01-27T10:35:35Z,323
2026-01-27T10:35:40Z,336
2026-01-27T10:35:45Z,334
2026-01-27T10:35:50Z,336
2026-01-27T10:35:55Z,335
2026-01-27T10:36:00Z,341
2026-01-27T10:36:05Z,343
2026-01-27T10:36:10Z,358
2026-01-27T10:36:15Z,342
2026-01-27T10:36:20Z,325
2026-01-27T10:36:25Z,335
2026-01-27T10:36:30Z,336
2026-01-27T10:36:35Z,327
2026-01-27T10:36:40Z,352
2026-01-27T10:36:45Z,372
2026-01-27T10:36:50Z,355
2026-01-27T10:36:55Z,365
2026-01-27T10:37:00Z,354
2026-01-27T10:37:05Z,351
2026-01-27T10:37:10Z,343
2026-01-27T10:37:15Z,347
2026-01-27T10:37:20Z,341
2026-01-27T10:37:25Z,334
2026-01-27T10:37:30Z,339
2026-01-27T10:37:35Z,359
2026-01-27T10:37:40Z,348
2026-01-27T10:37:45Z,343
2026-01-27T10:37:50Z,339
2026-01-27T10:37:55Z,336
2026-01-27T10:38:00Z,332
2026-01-27T10:38:05Z,334
2026-01-27T10:38:10Z,331
2026-01-27T10:38:15Z,337
2026-01-27T10:38:20Z,337
2026-01-27T10:38:25Z,331
2026-01-27T10:38:30Z,328
2026-01-27T10:38:35Z,336
2026-01-27T10:38:40Z,330
2026-01-27T10:38:45Z,325
2026-01-27T10:38:50Z,321
2026-01-27T10:38:55Z,338
2026-01-27T10:39:00Z,348
2026-01-27T10:39:05Z,339
2026-01-27T10:39:10Z,341
2026-01-27T10:39:15Z,344
2026-01-27T10:39:20Z,343
2026-01-27T10:39:25Z,329
2026-01-27T10:39:30Z,323
2026-01-27T10:39:35Z,328
2026-01-27T10:39:40Z,337
2026-01-27T10:39:45Z,335
2026-01-27T10:39:50Z,347
2026-01-27T10:39:55Z,345
2026-01-27T10:40:00Z,341
2026-01-27T10:40:05Z,343
2026-01-27T10:40:10Z,357
2026-01-27T10:40:15Z,364
2026-01-27T10:40:20Z,376
2026-01-27T10:40:25Z,375
2026-01-27T10:40:30Z,392
2026-01-27T10:40:35Z,391
2026-01-27T10:40:40Z,393
2026-01-27T10:40:45Z,407
2026-01-27T10:40:50Z,413
2026-01-27T10:40:55Z,443
2026-01-27T10:41:00Z,455
2026-01-27T10:41:05Z,474
2026-01-27T10:41:10Z,486
2026-01-27T10:41:15Z,486
2026-01-27T10:41:20Z,500
2026-01-27T10:41:25Z,506
2026-01-27T10:41:30Z,506
2026-01-27T10:41:35Z,517
2026-01-27T10:41:40Z,518
2026-01-27T10:41:45Z,514
2026-01-27T10:41:50Z,504
2026-01-27T10:41:55Z,492
2026-01-27T10:42:00Z,504
2026-01-27T10:42:05Z,491
2026-01-27T10:42:10Z,500
2026-01-27T10:42:15Z,493
2026-01-27T10:42:20Z,488
2026-01-27T10:42:25Z,483
2026-01-27T10:42:30Z,473
2026-01-27T10:42:35Z,486
2026-01-27T10:42:40Z,495
2026-01-27T10:42:45Z,481
2026-01-27T10:42:50Z,469
2026-01-27T10:42:55Z,467
2026-01-27T10:43:00Z,472
2026-01-27T10:43:05Z,468
2026-01-27T10:43:10Z,452
2026-01-27T10:43:15Z,476
2026-01-27T10:43:20Z,483
2026-01-27T10:43:25Z,507
2026-01-27T10:43:30Z,491
2026-01-27T10:43:35Z,490
2026-01-27T10:43:40Z,492
2026-01-27T10:43:45Z,493
2026-01-27T10:43:50Z,484
2026-01-27T10:43:55Z,508
2026-01-27T10:44:00Z,515
2026-01-27T10:44:05Z,505
2026-01-27T10:44:10Z,498
2026-01-27T10:44:15Z,486
2026-01-27T10:44:20Z,492
2026-01-27T10:44:25Z,475
2026-01-27T10:44:30Z,490
2026-01-27T10:44:35Z,475
2026-01-27T10:44:40Z,481
2026-01-27T10:44:45Z,471
2026-01-27T10:44:50Z,483
2026-01-27T10:44:55Z,465
2026-01-27T10:45:00Z,452
2026-01-27T10:45:05Z,439
2026-01-27T10:45:10Z,428
2026-01-27T10:45:15Z,428
2026-01-27T10:45:20Z,427
2026-01-27T10:45:25Z,436
2026-01-27T10:45:30Z,456
2026-01-27T10:45:35Z,451
2026-01-27T10:45:40Z,453
2026-01-27T10:45:45Z,447
2026-01-27T10:45:50Z,433
2026-01-27T10:45:55Z,426
2026-01-27T10:46:00Z,408
2026-01-27T10:46:05Z,401
2026-01-27T10:46:10Z,396
2026-01-27T10:46:15Z,390
2026-01-27T10:46:20Z,377
2026-01-27T10:46:25Z,378
2026-01-27T10:46:30Z,374
2026-01-27T10:46:35Z,372
2026-01-27T10:46:40Z,372
2026-01-27T10:46:45Z,364
2026-01-27T10:46:50Z,370
2026-01-27T10:46:55Z,373
2026-01-27T10:47:00Z,371
2026-01-27T10:47:05Z,359
2026-01-27T10:47:10Z,357
2026-01-27T10:47:15Z,350
2026-01-27T10:47:20Z,376
2026-01-27T10:47:25Z,371
2026-01-27T10:47:30Z,362
2026-01-27T10:47:35Z,359
2026-01-27T10:47:40Z,354
2026-01-27T10:47:45Z,348
2026-01-27T10:47:50Z,348
2026-01-27T10:47:55Z,339
2026-01-27T10:48:00Z,340
2026-01-27T10:48:05Z,344
2026-01-27T10:48:10Z,345
2026-01-27T10:48:15Z,342
2026-01-27T10:48:20Z,356
2026-01-27T10:48:25Z,349
2026-01-27T10:48:30Z,351
2026-01-27T10:48:35Z,339
2026-01-27T10:48:40Z,356
2026-01-27T10:48:45Z,350
2026-01-27T10:48:50Z,348
2026-01-27T10:48:55Z,335
2026-01-27T10:49:00Z,330
2026-01-27T10:49:05Z,322
2026-01-27T10:49:10Z,319
2026-01-27T10:49:15Z,331
2026-01-27T10:49:20Z,317
2026-01-27T10:49:25Z,320
2026-01-27T10:49:30Z,319
2026-01-27T10:49:35Z,333
2026-01-27T10:49:40Z,329
2026-01-27T10:49:45Z,331
2026-01-27T10:49:50Z,335
2026-01-27T10:49:55Z,334
2026-01-27T10:50:00Z,361
2026-01-27T10:50:05Z,351
2026-01-27T10:50:10Z,348
2026-01-27T10:50:15Z,351
2026-01-27T10:50:20Z,347
2026-01-27T10:50:25Z,344
2026-01-27T10:50:30Z,351
2026-01-27T10:50:35Z,332
2026-01-27T10:50:40Z,336
2026-01-27T10:50:45Z,330
2026-01-27T10:50:50Z,330
2026-01-27T10:50:55Z,305
2026-01-27T10:51:00Z,299
2026-01-27T10:51:05Z,304
2026-01-27T10:51:10Z,300
2026-01-27T10:51:15Z,310
2026-01-27T10:51:20Z,310
2026-01-27T10:51:25Z,308
2026-01-27T10:51:30Z,307
2026-01-27T10:51:35Z,296
2026-01-27T10:51:40Z,301
2026-01-27T10:51:45Z,298
2026-01-27T10:51:50Z,301
2026-01-27T10:51:55Z,294
2026-01-27T10:52:00Z,295
2026-01-27T10:52:05Z,295
2026-01-27T10:52:10Z,298
2026-01-27T10:52:15Z,295
2026-01-27T10:52:20Z,290
2026-01-27T10:52:25Z,295
2026-01-27T10:52:30Z,304
2026-01-27T10:52:35Z,306
2026-01-27T10:52:40Z,308
2026-01-27T10:52:45Z,306
2026-01-27T10:52:50Z,330
2026-01-27T10:52:55Z,320
2026-01-27T10:53:00Z,333
2026-01-27T10:53:05Z,326
2026-01-27T10:53:10Z,325
2026-01-27T10:53:15Z,312
2026-01-27T10:53:20Z,310
2026-01-27T10:53:25Z,333
2026-01-27T10:53:30Z,331
2026-01-27T10:53:35Z,316
2026-01-27T10:53:40Z,314
2026-01-27T10:53:45Z,314
2026-01-27T10:53:50Z,334
2026-01-27T10:53:55Z,329
2026-01-27T10:54:00Z,336
2026-01-27T10:54:05Z,331
2026-01-27T10:54:10Z,335
2026-01-27T10:54:15Z,333
2026-01-27T10:54:20Z,329
2026-01-27T10:54:25Z,325
2026-01-27T10:54:30Z,334
2026-01-27T10:54:35Z,331
2026-01-27T10:54:40Z,321
2026-01-27T10:54:45Z,332
2026-01-27T10:54:50Z,331
2026-01-27T10:54:55Z,324
2026-01-27T10:55:00Z,327
2026-01-27T10:55:05Z,351
2026-01-27T10:55:10Z,354
2026-01-27T10:55:15Z,356
2026-01-27T10:55:20Z,355
2026-01-27T10:55:25Z,347
2026-01-27T10:55:30Z,358
2026-01-27T10:55:35Z,350
2026-01-27T10:55:40Z,345
2026-01-27T10:55:45Z,366
2026-01-27T10:55:50Z,368
2026-01-27T10:55:55Z,382
2026-01-27T10:56:00Z,405
2026-01-27T10:56:05Z,389
2026-01-27T10:56:10Z,382
2026-01-27T10:56:15Z,371
2026-01-27T10:56:20Z,385
2026-01-27T10:56:25Z,377
2026-01-27T10:56:30Z,362
2026-01-27T10:56:35Z,366
2026-01-27T10:56:40Z,357
2026-01-27T10:56:45Z,375
2026-01-27T10:56:50Z,379
2026-01-27T10:56:55Z,365
2026-01-27T10:57:00Z,362
2026-01-27T10:57:05Z,358
2026-01-27T10:57:10Z,369
2026-01-27T10:57:15Z,356
2026-01-27T10:57:20Z,354
2026-01-27T10:57:25Z,359
2026-01-27T10:57:30Z,353
2026-01-27T10:57:35Z,351
2026-01-27T10:57:40Z,364
2026-01-27T10:57:45Z,360
2026-01-27T10:57:50Z,369
2026-01-27T10:57:55Z,370
2026-01-27T10:58:00Z,374
2026-01-27T10:58:05Z,364
2026-01-27T10:58:10Z,374
2026-01-27T10:58:15Z,368
2026-01-27T10:58:20Z,364
2026-01-27T10:58:25Z,371
2026-01-27T10:58:30Z,386
2026-01-27T10:58:35Z,389
2026-01-27T10:58:40Z,400
2026-01-27T10:58:45Z,389
2026-01-27T10:58:50Z,399
2026-01-27T10:58:55Z,407
2026-01-27T10:59:00Z,404
2026-01-27T10:59:05Z,431
2026-01-27T10:59:10Z,441
2026-01-27T10:59:15Z,449
2026-01-27T10:59:20Z,457
2026-01-27T10:59:25Z,464
2026-01-27T10:59:30Z,473
2026-01-27T10:59:35Z,493
2026-01-27T10:59:40Z,499
2026-01-27T10:59:45Z,509
2026-01-27T10:59:50Z,511
2026-01-27T10:59:55Z,507
2026-01-27T11:00:00Z,505
2026-01-27T11:00:05Z,499
2026-01-27T11:00:10Z,493
2026-01-27T11:00:15Z,476
2026-01-27T11:00:20Z,477
2026-01-27T11:00:25Z,469
2026-01-27T11:00:30Z,450
2026-01-27T11:00:35Z,461
2026-01-27T11:00:40Z,452
2026-01-27T11:00:45Z,450
2026-01-27T11:00:50Z,448
2026-01-27T11:00:55Z,446
2026-01-27T11:01:00Z,444
2026-01-27T11:01:05Z,438
2026-01-27T11:01:10Z,433
2026-01-27T11:01:15Z,433
2026-01-27T11:01:20Z,426
2026-01-27T11:01:25Z,413
2026-01-27T11:01:30Z,410
2026-01-27T11:01:35Z,399
2026-01-27T11:01:40Z,387
2026-01-27T11:01:45Z,389
2026-01-27T11:01:50Z,382
2026-01-27T11:01:55Z,374
2026-01-27T11:02:00Z,374
2026-01-27T11:02:05Z,372
2026-01-27T11:02:10Z,363
2026-01-27T11:02:15Z,360
2026-01-27T11:02:20Z,353
2026-01-27T11:02:25Z,362
2026-01-27T11:02:30Z,355
2026-01-27T11:02:35Z,337
2026-01-27T11:02:40Z,340
2026-01-27T11:02:45Z,340
2026-01-27T11:02:50Z,328
2026-01-27T11:02:55Z,329
2026-01-27T11:03:00Z,331
2026-01-27T11:03:05Z,327
2026-01-27T11:03:10Z,343
2026-01-27T11:03:15Z,341
2026-01-27T11:03:20Z,334
2026-01-27T11:03:25Z,342
2026-01-27T11:03:30Z,351
2026-01-27T11:03:35Z,350
2026-01-27T11:03:40Z,371
2026-01-27T11:03:45Z,373
2026-01-27T11:03:50Z,352
2026-01-27T11:03:55Z,353
2026-01-27T11:04:00Z,354
2026-01-27T11:04:05Z,355
2026-01-27T11:04:10Z,352
2026-01-27T11:04:15Z,361
2026-01-27T11:04:20Z,360
2026-01-27T11:04:25Z,367
2026-01-27T11:04:30Z,366
2026-01-27T11:04:35Z,380
2026-01-27T11:04:40Z,379
2026-01-27T11:04:45Z,353
2026-01-27T11:04:50Z,352
2026-01-27T11:04:55Z,337
2026-01-27T11:05:00Z,331
2026-01-27T11:05:05Z,324
2026-01-27T11:05:10Z,323
2026-01-27T11:05:15Z,329
2026-01-27T11:05:20Z,320
2026-01-27T11:05:25Z,326
2026-01-27T11:05:30Z,328
2026-01-27T11:05:35Z,325
2026-01-27T11:05:40Z,321
2026-01-27T11:05:45Z,310
2026-01-27T11:05:50Z,313
2026-01-27T11:05:55Z,316
2026-01-27T11:06:00Z,323
2026-01-27T11:06:05Z,335
2026-01-27T11:06:10Z,334
2026-01-27T11:06:15Z,349
2026-01-27T11:06:20Z,365
2026-01-27T11:06:25Z,365
2026-01-27T11:06:30Z,369
2026-01-27T11:06:35Z,373
2026-01-27T11:06:40Z,381
2026-01-27T11:06:45Z,385
2026-01-27T11:06:50Z,397
2026-01-27T11:06:55Z,426
2026-01-27T11:07:00Z,439
2026-01-27T11:07:05Z,447
2026-01-27T11:07:10Z,463
2026-01-27T11:07:15Z,474
2026-01-27T11:07:20Z,470
2026-01-27T11:07:25Z,488
2026-01-27T11:07:30Z,488
2026-01-27T11:07:35Z,468
2026-01-27T11:07:40Z,480
2026-01-27T11:07:45Z,475
2026-01-27T11:07:50Z,473
2026-01-27T11:07:55Z,511
2026-01-27T11:08:00Z,512
2026-01-27T11:08:05Z,518
2026-01-27T11:08:10Z,529
2026-01-27T11:08:15Z,522
2026-01-27T11:08:20Z,517
2026-01-27T11:08:25Z,514
2026-01-27T11:08:30Z,497
2026-01-27T11:08:35Z,497
2026-01-27T11:08:40Z,503
2026-01-27T11:08:45Z,496
2026-01-27T11:08:50Z,495
2026-01-27T11:08:55Z,489
2026-01-27T11:09:00Z,495
2026-01-27T11:09:05Z,480
2026-01-27T11:09:10Z,464
2026-01-27T11:09:15Z,476
2026-01-27T11:09:20Z,459
2026-01-27T11:09:25Z,476
2026-01-27T11:09:30Z,473
2026-01-27T11:09:35Z,458
2026-01-27T11:09:40Z,451
2026-01-27T11:09:45Z,445
2026-01-27T11:09:50Z,435
2026-01-27T11:09:55Z,439
2026-01-27T11:10:00Z,428
2026-01-27T11:10:05Z,431
2026-01-27T11:10:10Z,421
2026-01-27T11:10:15Z,430
2026-01-27T11:10:20Z,423
2026-01-27T11:10:25Z,411
2026-01-27T11:10:30Z,414
2026-01-27T11:10:35Z,406
2026-01-27T11:10:40Z,393
2026-01-27T11:10:45Z,390

